종목명,항목,내용
버섯종균기능사,진로 및 전망,"- 자영업에 종사하거나, 버섯재배업체, 버섯종균업체에 진출할 수 있다.「종자산업법」 에 따라 종자관리사로 진출할 수 있다. - 우리나라에서 재배되고 있는 버섯의 종류는 12종에 불과하나 일본에서는 25종이 대량 생산되고 있다. 버섯재배는 소득이 높아 농가 소득작물로 각광을 받고 있으며, 국민 소득이 높아짐에 따라 버섯이 고급식품이면서 건강식품으로 알려져 기호식품인 버섯 을 선호하게 되어 소비량이 증가하고 있다. 버섯은 세계적으로 매년 12%씩 증가되고 "
버섯종균기능사,출제경향," 원균 증식배지제조, 원균선별 및 종균판독, 원균이수 방법. - 종균 배지제조, 종균의 양부판별 및 종균배지 살균 방법.- 출제기준 및 공개문제 참고"
버섯종균기능사,취득방법,"① 시 행 처 : 한국산업인력공단 ② 관련학과 : 전문계 고등학교의 농학과, 임과, 농업경영과. ③ 시험과목 - 필기 : 1. 종균제조 2. 버섯재배 - 실기 : 버섯종균작업 ④ 검정방법 - 필기 : 객관식 4지 택일형, 60문항 (60분) - 실기 : 작업형(3시간 정도) ⑤ 합격기준 - 100점 만점에 60점 이상 득점자 "
보석가공기능사,개요,"우리 나라에서 보석가공 분야는 무공해, 탈에너지, 노동집약 산업으로서 각광을 받고  있고 1976년 이리에 귀금속 보석 공업단지를 설립함으로써 이 분야를 종합적으로 발전  육성시켜 왔다. 이러한 과정에서 새로운 디자인과 고도의 가공기술축적을 바탕으로 한  고부가가치의 신제품 생산에 주력할 수 있는 숙련 기능공 양성이 요구됨. "
보석가공기능사,변천과정,’82.04.29. 대통령령 제10802호’95.10.16. 대통령령 14783호현재보석가공기능사2급보석가공기능사보석가공기능사
보석가공기능사,수행직무,"각종 보석원석의 특성과 연마형태를 파악하고 연마기, 절단기 등을 사용하여 원석의 특 성과 형태에 알맞게 보석난(알)과 애완품을 일정한 각도로 연마하고 광택을 냄. 또한  귀금속에 알맞은 크기의 보석을 가공하여 끼우거나 확대경을 사용하여 불순물, 깨짐,  표면상태, 규격 등을 검사. "
보석가공기능사,실시기관 홈페이지,http://www.q-net.or.kr
보석가공기능사,실시기관명,한국산업인력공단 
보석가공기능사,위 자격취득자에 대한 법령상 우대현황,"순번법령명조문내역활용내용1경찰공무원임용령제16조 특별채용의 요건특별채용의 자격2고등학교 졸업학력 검정고시 규칙제12조 과목면제고시합격자로 가늠 또는 과목면제3공직자윤리법 시행령제34조 취업승인관할 공직자윤리위원회가 취업승인을 하는 경우4공직자윤리법의 시행에 관한 대법원규칙제37조 취업승인퇴직공직자의 취업승인 요건5공직자윤리법의 시행에 관한 헌법재판소규칙제20조 취업승인퇴직공직자의 취업승인 요건6교원자격검정령 시행규칙제9조 무시험검정의 신청실기교사무시험검정인 때에는 국가기술자격증 사본(해당과목에 한한다)을 첨부하여야 무시험자격7교육감 소속 지방공무원 평정규칙제23조 자격증 등의 가점5급 이하 공무원, 연구사·지도사 및 기능직공무원이 자격증을 소지한 경우 점수 가점 평정8국가공무원법제36조의2 채용시험의 가점채용시험의 가점9국가기술자격법제14조 국가기술자격 취득자에 대한 우대국가기술자격 취득자를 우대10국가기술자격법 시행규칙제21조 시험위원의 자격 등(별표16)시험위원의 자격11국가기술자격법 시행규칙제3조 응시자격(별표3, 4)산업기사 응시자격12국가기술자격법 시행령제10조 국가기술자격의 등급과 응시자격(별표1의2)기술·기능분야 국가기술자격의 응시자격13국가기술자격법 시행령제27조 국가기술자격취득자의 취업 등에 대한 우대채용·보수 및 승진 등에 있어 해당 직무분야의 국가기술자격취득자를 우대14국가를 당사자로 하는 계약에 관한 법률 시행규칙제7조 원가계산을 할 때 단위당 가격의 기준가격을 적용함에 있어 해당 노임단가에 그 노임단가의 100분의 15 이하에 해당하는 금액을 가산15국회인사규칙제20조 특별채용의 요건동종직무에 관한 자격증소지자를 특별채용하는 경우16군무원인사법 시행규칙제16조 시험과목의 일부 면제 등국가에서 실시한 각종 자격·면허시험에 합격한 사람의 자격이 임용예정 직급과 관련이 있는 경우에는 그 자격·면허시험에 이미 응시한 시험과목에 대한 시험은 면제17군무원인사법 시행규칙제27조 가산점(별표4)승진후보자 명부작성시 자격증 및 면허증 소지자 가산18군무원인사법 시행령제10조 특별채용 요건(별표4)특별채용시험에 의하여 신규채용할 수 있는 자격19군인사법 시행규칙제14조 부사관의 임용부사관의 자격20근로자직업능력 개발법 시행령제27조 직업능력개발훈련을 위하여 근로자를 가르칠 수 있는 사람직업능력개발훈련교사의 정의21근로자직업능력 개발법 시행령제28조 직업능력개발훈련교사의 자격 취득(별표1)직업능력개발훈련교사의자격 22근로자직업능력 개발법 시행령제38조 다기능기술자과정의 학생선발방법정원 내 특별전형대상자23근로자직업능력 개발법 시행령제44조 교원 등의 임용교원을 임용할 때 자격증 소지자 우대24기능장려법 시행령제3조 영업의 우선적 인ㆍ허가등영업의 우선적 인ㆍ허가등25독학에 의한 학위취득에 관한 법률 시행령제9조 시험과목면제 대상시험과목의 전부 또는 일부를 면제받을 수 있는 자26병역법제53조 전시근로소집 대상 등전시근로소집 대상27병역법 시행령제79조 기간산업 분야 종사자 등의 산업기능요원 편입(별표2)기간산업분야종사자등의 산업기능요원 편입28병역법 시행령제83조 전문연구요원 및 산업기능요원이 종사할 해당 분야 등분야에 종사해야할 전문연구요원 및 산업기능요원29비상대비자원 관리법제2조 대상자원의 범위대상자원의 범위30선박직원법 시행령제11조 시험과목필기시험의 해당 과목을 면제31장애인 등에 대한 특수교육법 시행령제17조 전문인력의 자격 기준 등자격이 있는 진로 및 직업교육을 담당하는 전문인력32중소기업인력지원 특별법제28조 근로자의 창업지원 등당해 직종과 관련된 분야에서 신기술에 기반한 창업을 하고자 하는 경우 지원33지방공무원 임용령제17조 특별임용의 요건특별임용 하려는 경우34지방공무원 임용령제55조의3 자격증 소지자에 대한 신규임용시험의 특전6급 이하 공무원 및 기능직공무원 신규임용시험 시 필기시험 점수 가산35지방공무원 평정규칙제23조 자격증 등의 가점5급 이하 공무원, 연구사·지도사 및 기능직공무원이 자격증을 소지한 경우 점수 가점 평정36지방공무원법제34조의2 신규임용시험의 가점공무원 신규임용시험시 점수 가산37지방자치단체를 당사자로 하는 계약에 관한 법률제57조 주민참여감독자의 자격주민대표자의추천을받을수있는사람의자격기준 38지방자치단체를 당사자로 하는 계약에 관한 법률 시행규칙제7조 원가계산을 할 때 단위당 가격의 기준지방자치단체의 장 또는 계약담당자는 가격을 적용함에 있어 당해 노임단가에 동 노임단가의 100분의 15이하에 해당하는 금액을 가산39지방자치단체를 당사자로 하는 계약에 관한 법률 시행령제106조 계약심의위원회의 구성계약심의위원회의 위원40지역균형개발 및 지방중소기업 육성에 관한 법률 시행령제59조 인력의 지역정착지원인력의 지역정착지원41헌법재판소 공무원 수당규칙제6조 특수업무수당(별표2)특수업무수당지급"
보석가공기능사,진로 및 전망," 보석가공 및 판매업체, 장신구류제조업체 및 판매업체,귀금속공예점 등에 취업하거나   자영업을 할수 있다. - 정밀한 가공능력과 보석에 대한 예술적 감각을 가지고 있으면 자영을 할 수 있다는    이점이 있다. 또한 생활 및 문화수준의 향상으로 보석에 대한 일반인의 관심이 높아   지면 재수시장이 확대될 것으로 전망되며 특히 전북익산에 귀금속·보석가공공단을    설치하는 등 귀금속 및 보석가공산업이 수출전략산업으로 육성됨에 따라 숙련인력의    수요는 늘어날 전망이다. 그러나 보석가공의 특성상 섬세함과 꼼꼼함, 그리고 무엇   보다 미적 감각이 우선이기 때문에 자격증 취득이 취업에 절대적인영향을 미치지는    않는다."
보석가공기능사,출제경향," 주어진 도면과 같은 커트 형태의 보석을 정확도, 균형, 대칭성, 광택, 상품성에 유의 하여 가공하는 작업"
보석가공기능사,취득방법,"① 시 행 처 : 한국산업인력공단② 관련학과 : 전문대학의 귀금속 공예과, 귀금속디자인가공과, 실업계 고등학교의               금은세공과 등 관련학과③ 훈련기관 : 한국산업인력관리공단 산하 직업전문학교④ 시험과목    - 필기 : 1.보석재료  2.보석가공  3.보석감정   - 실기 : 보석가공작업⑤ 검정방법   - 필기 : 전과목 혼합, 객관식 60문항 (60분)   - 실기 : 작업형(3시간 정도)⑥ 합격기준    - 필기·실기 : 100점을 만점으로 하여 60점 이상 "
보석감정사,개요,"경제성장과 보석수입에 자유화로 보석소비가 늘어남에 따라 보석의 유통질서를 확립하고, 또 보석감정에 대한 국내·외의 신뢰도를 높임과 동시에 감정서의 공신력을 높이기 위하여 자격제도를 신설함. "
보석감정사,변천과정,’93.07.08. 대통령령 제13925호 보석감정기능사 신설
보석감정사,수행직무,"광학계기를 사용하거나 규정된 화학용액에 담궈 보석의 진위 감별 및 감정 수행. 그리고 중량을 측정하고 보석가치에 영향을 미치는 결함과 제반 특성을 찾아내기 위해 보석의 표면과 내부구조를 검사함. 또한 보석의 빛깔, 연마정도에 따라 등급을 판별·결정하여 보석감정서를 발부하며, 도매 및 소매가격을 평가하는 직무를 수행 "
